,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Magic Johnson,29,77,77,37.5,7.5,14.8,.509,0.8,2.4,.314,6.8,12.3,.548,.535,6.7,7.3,.911,1.4,6.4,7.9,12.8,1.8,0.3,4.1,2.2,22.5
1,James Worthy,27,81,81,36.5,8.7,15.8,.548,0.0,0.3,.087,8.6,15.5,.556,.548,3.1,4.0,.782,2.1,4.0,6.0,3.6,1.3,0.7,2.2,2.2,20.5
2,Byron Scott,27,74,73,35.2,7.9,16.2,.491,1.0,2.6,.399,6.9,13.6,.508,.523,2.6,3.1,.863,1.0,3.1,4.1,3.1,1.5,0.4,2.1,2.4,19.6
3,A.C. Green,25,82,82,30.6,4.9,9.2,.529,0.0,0.2,.235,4.8,9.0,.536,.532,3.4,4.4,.786,3.1,5.9,9.0,1.3,1.1,0.7,1.5,2.1,13.3
4,Mychal Thompson,34,80,8,24.9,3.6,6.5,.559,0.0,0.0,.000,3.6,6.5,.560,.559,2.0,2.9,.678,2.0,3.9,5.8,0.6,0.7,0.7,1.2,2.8,9.2
5,Michael Cooper,32,80,13,24.3,2.7,6.2,.431,1.0,2.6,.381,1.7,3.6,.468,.512,1.0,1.2,.871,0.4,2.0,2.4,3.9,0.9,0.4,1.2,2.3,7.3
6,Kareem Abdul-Jabbar,41,74,74,22.9,4.2,8.9,.475,0.0,0.0,.000,4.2,8.9,.477,.475,1.6,2.2,.739,1.4,3.1,4.5,1.0,0.5,1.1,1.3,2.6,10.1
7,Orlando Woolridge,29,74,0,20.1,3.1,6.7,.468,0.0,0.0,.000,3.1,6.7,.469,.468,3.4,4.6,.738,1.1,2.6,3.6,0.8,0.4,0.9,1.4,1.8,9.7
8,Tony Campbell,26,63,2,12.5,2.5,5.5,.458,0.0,0.3,.095,2.5,5.1,.481,.461,1.1,1.3,.843,0.8,1.2,2.1,0.7,0.6,0.1,1.0,1.7,6.2
9,David Rivers,24,47,0,9.4,1.0,2.6,.402,0.0,0.1,.167,1.0,2.5,.414,.406,0.7,0.9,.833,0.3,0.6,0.9,2.3,0.5,0.2,1.3,1.1,2.9
10,Mark McNamara,29,39,0,8.2,0.8,1.6,.500,0.0,0.0,,0.8,1.6,.500,.500,1.3,2.0,.628,1.0,1.6,2.6,0.3,0.1,0.1,0.6,1.3,2.9
11,Jeff Lamp,29,37,0,4.8,0.7,1.9,.391,0.1,0.1,.500,0.7,1.8,.385,.406,0.1,0.1,.800,0.2,0.8,0.9,0.4,0.2,0.1,0.4,0.7,1.6
