,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Larry Bird,28,80,77,39.5,11.5,22.0,.522,0.7,1.6,.427,10.8,20.4,.529,.538,5.0,5.7,.882,2.1,8.5,10.5,6.6,1.6,1.2,3.1,2.6,28.7
1,Dennis Johnson,30,80,77,37.2,6.2,13.3,.462,0.1,0.3,.269,6.1,13.0,.467,.466,3.3,3.8,.853,1.1,2.8,4.0,6.8,1.2,0.5,2.7,2.8,15.7
2,Robert Parish,31,79,78,36.1,7.0,12.9,.542,0.0,0.0,,7.0,12.9,.542,.542,3.7,5.0,.743,3.3,7.3,10.6,1.6,0.7,1.3,2.4,2.8,17.6
3,Danny Ainge,25,75,73,34.2,5.6,10.6,.529,0.2,0.7,.268,5.4,9.8,.549,.539,1.6,1.8,.868,1.0,2.6,3.6,5.3,1.6,0.1,2.0,3.0,12.9
4,Kevin McHale,27,79,31,33.6,7.7,13.4,.570,0.0,0.1,.000,7.7,13.4,.573,.570,4.5,5.9,.760,2.9,6.1,9.0,1.8,0.4,1.5,2.0,3.0,19.8
5,Cedric Maxwell,29,57,51,26.2,3.5,6.6,.533,0.0,0.0,.000,3.5,6.6,.536,.533,4.1,4.9,.831,1.7,2.5,4.2,1.8,0.6,0.3,1.7,2.5,11.1
6,Ray Williams,30,23,5,20.0,2.4,6.2,.385,0.3,1.0,.261,2.1,5.2,.408,.406,1.3,2.0,.674,0.7,1.8,2.5,3.9,1.3,0.2,1.8,2.4,6.4
7,Scott Wedman,32,78,5,14.4,2.8,5.9,.478,0.2,0.4,.500,2.6,5.5,.477,.497,0.5,0.7,.764,0.7,1.3,2.0,1.2,0.3,0.1,0.6,1.4,6.4
8,Quinn Buckner,30,75,6,11.4,1.0,2.6,.383,0.0,0.0,.000,1.0,2.6,.385,.383,0.4,0.7,.640,0.3,0.8,1.2,2.0,0.8,0.0,0.9,1.9,2.4
9,Carlos Clark,24,62,3,9.1,1.0,2.5,.421,0.0,0.1,.000,1.0,2.4,.435,.421,0.7,0.9,.774,0.5,0.6,1.1,0.8,0.6,0.0,0.7,1.1,2.7
10,M.L. Carr,34,47,0,8.4,1.3,3.2,.416,0.2,0.5,.391,1.1,2.7,.421,.446,0.4,0.4,1.000,0.4,0.5,0.9,0.5,0.4,0.1,0.5,0.9,3.2
11,Greg Kite,23,55,4,7.7,0.6,1.6,.375,0.0,0.0,,0.6,1.6,.375,.375,0.4,0.6,.688,0.7,0.9,1.6,0.3,0.1,0.2,0.5,1.5,1.6
12,Rick Carlisle,25,38,0,4.7,0.7,1.8,.388,0.0,0.1,.000,0.7,1.7,.400,.388,0.4,0.4,.882,0.2,0.3,0.6,0.7,0.1,0.0,0.5,0.6,1.8
