,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Michael Jordan,28,80,80,38.8,11.8,22.7,.519,0.3,1.3,.270,11.5,21.5,.533,.526,6.1,7.4,.832,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1
1,Scottie Pippen,26,82,82,38.6,8.4,16.6,.506,0.2,1.0,.200,8.2,15.6,.525,.511,4.0,5.3,.760,2.3,5.4,7.7,7.0,1.9,1.1,3.1,3.0,21.0
2,Horace Grant,26,81,81,35.3,5.6,9.8,.578,0.0,0.0,.000,5.6,9.7,.580,.578,2.9,3.9,.741,4.2,5.7,10.0,2.7,1.2,1.6,1.2,2.4,14.2
3,John Paxson,31,79,79,24.6,3.3,6.2,.528,0.2,0.6,.273,3.1,5.6,.553,.540,0.4,0.5,.784,0.3,0.9,1.2,3.1,0.6,0.1,0.6,1.8,7.0
4,Bill Cartwright,34,64,64,23.0,3.3,7.0,.467,0.0,0.0,,3.3,7.0,.467,.467,1.5,2.5,.604,1.5,3.6,5.1,1.4,0.3,0.2,1.2,2.0,8.0
5,B.J. Armstrong,24,82,3,22.9,4.1,8.5,.481,0.4,1.1,.402,3.7,7.4,.492,.506,1.3,1.6,.806,0.2,1.5,1.8,3.2,0.6,0.1,1.1,1.1,9.9
6,Stacey King,25,79,12,16.1,2.7,5.4,.506,0.0,0.1,.400,2.7,5.3,.507,.508,1.5,2.0,.753,1.1,1.5,2.6,1.0,0.3,0.3,1.0,1.6,7.0
7,Will Perdue,26,77,7,13.1,2.0,3.6,.547,0.0,0.0,.500,2.0,3.6,.547,.549,0.6,1.2,.495,1.4,2.6,4.1,1.0,0.2,0.6,0.9,1.7,4.5
8,Cliff Levingston,31,79,0,12.9,1.6,3.2,.498,0.0,0.1,.167,1.6,3.1,.506,.500,0.8,1.2,.625,1.4,1.5,2.9,0.8,0.3,0.6,0.5,1.7,3.9
9,Bob Hansen,31,66,0,11.7,1.1,2.6,.444,0.1,0.4,.280,1.0,2.2,.472,.464,0.1,0.3,.364,0.2,0.9,1.1,1.0,0.4,0.0,0.4,1.9,2.5
10,Scott Williams,23,63,0,11.0,1.3,2.7,.483,0.0,0.0,.000,1.3,2.7,.491,.483,0.8,1.2,.649,1.4,2.5,3.9,0.8,0.2,0.6,0.6,1.9,3.4
11,Craig Hodges,31,56,2,9.9,1.7,4.3,.384,0.6,1.7,.375,1.0,2.6,.390,.459,0.3,0.3,.941,0.1,0.3,0.4,1.0,0.3,0.0,0.4,0.6,4.3
12,Dennis Hopson,26,2,0,5.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0
13,Mark Randall,24,15,0,4.5,0.7,1.5,.455,0.0,0.1,.000,0.7,1.3,.500,.455,0.4,0.5,.750,0.3,0.3,0.6,0.5,0.0,0.0,0.4,0.5,1.7
14,Rory Sparrow,33,4,0,4.5,0.3,2.0,.125,0.3,0.5,.500,0.0,1.5,.000,.188,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.5,0.5,0.8
15,Chuck Nevitt,32,4,0,2.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.8,0.5,0.5
