,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Mike Mitchell,30,82,82,36.2,9.8,20.7,.473,0.0,0.1,.000,9.8,20.5,.476,.473,3.9,4.8,.809,1.6,3.4,5.0,2.3,0.7,0.3,2.2,2.1,23.4
1,Alvin Robertson,23,82,82,35.1,6.9,13.3,.514,0.1,0.4,.276,6.8,13.0,.521,.518,3.2,4.0,.795,2.2,4.0,6.3,5.5,3.7,0.5,3.1,3.6,17.0
2,Artis Gilmore,36,71,71,33.7,6.0,9.6,.618,0.0,0.0,.000,6.0,9.6,.619,.618,4.8,6.8,.701,2.3,6.1,8.5,1.4,0.5,1.5,2.6,3.4,16.7
3,Johnny Moore,27,28,23,30.6,5.4,10.8,.495,0.1,0.8,.182,5.2,10.0,.520,.502,2.1,3.1,.686,0.9,2.2,3.1,9.0,2.5,0.2,2.9,2.8,13.0
4,Dave Greenwood,28,68,24,28.1,2.9,5.7,.510,0.0,0.0,.000,2.9,5.7,.512,.510,2.1,2.7,.772,2.2,5.6,7.8,1.3,0.5,0.8,1.7,3.0,7.9
5,Steve Johnson,28,71,55,25.7,5.1,8.1,.632,0.0,0.0,,5.1,8.1,.632,.632,3.6,5.3,.694,2.0,4.5,6.5,1.3,0.6,0.9,2.7,4.1,13.8
6,Wes Matthews,26,75,46,24.7,4.3,8.0,.531,0.1,0.3,.160,4.2,7.7,.547,.534,2.3,2.8,.820,0.4,1.3,1.7,6.3,1.2,0.4,3.1,2.2,10.9
7,Jeff Lamp,26,30,1,20.7,4.5,9.0,.502,0.1,0.6,.235,4.4,8.5,.520,.509,1.9,2.3,.812,0.6,2.0,2.6,1.8,0.6,0.0,1.3,2.2,11.1
8,Jeff Wilkins,30,27,4,19.3,1.9,5.0,.381,0.0,0.0,,1.9,5.0,.381,.381,1.0,1.7,.609,1.3,3.4,4.7,0.7,0.3,0.4,0.7,2.6,4.8
9,Ray Williams,31,23,8,17.3,2.2,5.7,.382,0.1,0.3,.333,2.1,5.4,.384,.389,2.7,2.8,.969,0.6,1.0,1.6,4.8,1.2,0.1,2.2,2.8,7.1
10,Jon Sundvold,24,70,4,16.4,3.1,6.8,.462,0.3,0.9,.350,2.8,5.9,.478,.484,0.6,0.7,.813,0.3,0.8,1.1,3.7,0.5,0.0,1.2,1.6,7.1
11,Marc Iavaroni,29,42,7,15.9,1.8,3.9,.454,0.0,0.0,.000,1.8,3.8,.460,.454,1.0,1.6,.642,1.0,2.1,3.1,1.3,0.5,0.3,1.2,2.6,4.5
12,Alfredrick Hughes,23,68,0,12.7,2.2,5.5,.409,0.0,0.3,.176,2.2,5.2,.420,.413,0.7,1.2,.583,0.7,0.9,1.7,0.9,0.4,0.1,0.9,1.2,5.2
13,Rod Higgins,26,11,0,11.6,1.6,3.6,.450,0.0,0.2,.000,1.6,3.5,.474,.450,1.0,1.5,.688,0.5,1.7,2.2,1.1,0.2,0.3,0.5,1.9,4.3
14,Tyrone Corbin,23,16,0,10.9,1.7,4.0,.422,0.0,0.1,.000,1.7,3.9,.429,.422,0.6,0.9,.714,0.7,0.9,1.6,0.7,0.7,0.1,0.8,1.3,4.0
15,Jeff Cook,29,34,0,10.5,0.8,2.0,.418,0.0,0.0,.000,0.8,1.9,.424,.418,0.8,1.2,.634,0.9,1.5,2.4,0.6,0.4,0.3,0.3,1.9,2.4
16,Ennis Whatley,23,2,1,7.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,2.0,0.5,1.0
17,Mike Brittain,22,32,2,6.8,0.7,1.3,.512,0.0,0.0,,0.7,1.3,.512,.512,0.3,0.6,.526,0.3,1.2,1.5,0.2,0.1,0.4,0.6,1.7,1.7
