,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Michael Jordan,31,17,17,39.3,9.8,23.8,.411,0.9,1.9,.500,8.8,21.9,.403,.431,6.4,8.0,.801,1.5,5.4,6.9,5.3,1.8,0.8,2.1,2.8,26.9
1,Scottie Pippen,29,79,79,38.2,8.0,16.7,.480,1.4,4.0,.345,6.6,12.7,.523,.522,4.0,5.6,.716,2.2,5.9,8.1,5.2,2.9,1.1,3.4,3.0,21.4
2,Toni Kukoč,26,81,55,31.9,6.0,11.9,.504,0.8,2.4,.313,5.2,9.5,.553,.536,2.9,3.9,.748,1.9,3.5,5.4,4.6,1.3,0.2,2.0,2.0,15.7
3,B.J. Armstrong,27,82,82,31.4,5.1,10.9,.468,1.3,3.1,.427,3.8,7.8,.484,.528,2.5,2.8,.884,0.3,2.0,2.3,3.0,1.0,0.1,1.3,1.9,14.0
4,Steve Kerr,29,82,0,22.4,3.2,6.0,.527,1.1,2.1,.524,2.1,4.0,.529,.617,0.8,1.0,.778,0.2,1.2,1.5,1.8,0.5,0.0,0.6,1.4,8.2
5,Will Perdue,29,78,78,20.4,3.3,5.9,.553,0.0,0.0,.000,3.3,5.9,.555,.553,1.4,2.5,.582,2.7,4.0,6.7,1.2,0.3,0.7,1.5,2.8,8.0
6,Ron Harper,31,77,53,19.9,2.7,6.4,.426,0.4,1.4,.282,2.3,4.9,.467,.457,1.1,1.7,.618,0.7,1.7,2.3,2.0,1.3,0.4,1.3,1.7,6.9
7,Luc Longley,26,55,0,18.2,2.5,5.5,.447,0.0,0.0,.000,2.5,5.5,.450,.447,1.6,1.9,.822,1.5,3.3,4.8,1.3,0.4,0.8,1.6,3.2,6.5
8,Pete Myers,31,71,14,17.9,1.7,4.0,.415,0.1,0.5,.256,1.5,3.5,.440,.432,1.0,1.6,.614,0.8,1.2,2.0,2.1,0.8,0.2,1.2,1.8,4.5
9,Greg Foster,26,17,3,17.6,2.4,5.1,.477,0.0,0.0,,2.4,5.1,.477,.477,1.3,1.8,.710,1.1,2.1,3.2,0.9,0.1,0.5,1.0,3.2,6.1
10,Jo Jo English,24,8,0,15.9,1.9,4.9,.385,0.4,1.5,.250,1.5,3.4,.444,.423,1.3,1.6,.769,0.1,0.3,0.4,0.9,0.9,0.1,0.8,2.4,5.4
11,Larry Krystkowiak,30,19,14,15.1,1.5,3.8,.389,0.0,0.0,,1.5,3.8,.389,.389,1.4,1.6,.900,1.0,2.1,3.1,1.4,0.5,0.1,1.3,1.8,4.4
12,Corie Blount,26,68,9,13.1,1.5,3.1,.476,0.0,0.0,.000,1.5,3.1,.481,.476,0.6,1.0,.567,1.6,2.0,3.5,0.9,0.4,0.5,0.9,2.1,3.5
13,Bill Wennington,31,73,1,13.1,2.1,4.3,.492,0.0,0.1,.000,2.1,4.3,.498,.492,0.7,0.9,.810,0.9,1.7,2.6,0.5,0.3,0.2,0.5,2.7,5.0
14,Jud Buechler,26,57,0,10.6,1.6,3.2,.492,0.3,0.8,.313,1.3,2.4,.556,.533,0.4,0.7,.564,0.6,1.1,1.7,0.9,0.4,0.2,0.5,1.1,3.8
15,Dickey Simpkins,22,59,5,9.9,1.3,3.1,.424,0.0,0.0,,1.3,3.1,.424,.424,0.8,1.2,.694,1.0,1.5,2.6,0.6,0.2,0.1,0.8,1.2,3.5
