,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Sedale Threatt,31,82,82,35.3,6.4,12.5,.508,0.2,0.6,.264,6.2,11.9,.521,.515,2.2,2.6,.823,0.6,2.8,3.3,6.9,1.7,0.1,2.1,3.0,15.1
1,A.C. Green,29,82,55,34.4,4.6,8.6,.537,0.2,0.6,.348,4.4,8.0,.550,.548,3.4,4.6,.739,3.5,5.2,8.7,1.4,1.1,0.5,1.4,1.8,12.8
2,Sam Perkins,31,49,49,32.4,4.9,10.8,.459,0.1,0.6,.172,4.8,10.2,.476,.464,3.8,4.5,.829,2.3,5.5,7.7,2.6,0.8,1.0,1.6,2.8,13.7
3,Vlade Divac,24,82,69,30.8,4.8,10.0,.485,0.3,0.9,.280,4.6,9.1,.505,.498,2.9,4.2,.689,2.7,6.2,8.9,2.8,1.6,1.7,2.6,3.8,12.8
4,Byron Scott,31,58,53,28.9,5.1,11.4,.449,0.8,2.3,.326,4.3,9.0,.481,.483,2.7,3.2,.848,0.5,1.8,2.3,2.7,0.9,0.2,1.2,1.7,13.7
5,James Worthy,31,82,69,28.8,6.2,13.9,.447,0.4,1.4,.270,5.9,12.6,.466,.460,2.1,2.6,.810,0.9,2.1,3.0,3.4,1.1,0.3,1.7,1.1,14.9
6,Anthony Peeler,23,77,11,21.5,3.9,8.2,.468,0.6,1.5,.390,3.3,6.7,.486,.505,2.1,2.7,.786,0.8,1.5,2.3,2.2,0.8,0.2,1.6,2.5,10.4
7,Elden Campbell,24,79,13,19.6,3.0,6.6,.458,0.0,0.0,.000,3.0,6.5,.460,.458,1.6,2.6,.637,1.6,2.6,4.2,0.6,0.7,1.3,0.9,2.1,7.7
8,Doug Christie,22,23,0,14.4,2.0,4.6,.425,0.1,0.5,.167,1.9,4.1,.457,.434,2.2,2.9,.758,1.0,1.2,2.2,2.3,1.0,0.2,2.2,2.3,6.2
9,Tony Smith,24,55,9,13.7,2.4,5.0,.484,0.0,0.2,.182,2.4,4.8,.496,.487,1.1,1.5,.756,0.8,0.7,1.6,1.1,0.9,0.1,0.7,1.3,6.0
10,James Edwards,37,52,0,11.9,2.3,5.2,.452,0.0,0.0,,2.3,5.2,.452,.452,1.6,2.3,.712,0.6,1.3,1.9,0.8,0.2,0.1,1.0,2.3,6.3
11,Benoit Benjamin,28,28,0,10.9,1.9,3.9,.481,0.0,0.0,,1.9,3.9,.481,.481,0.8,1.3,.595,0.9,2.6,3.4,0.4,0.5,0.5,1.3,2.2,4.5
12,Duane Cooper,23,65,0,9.9,1.0,2.4,.392,0.1,0.5,.233,0.8,2.0,.430,.415,0.4,0.5,.714,0.2,0.6,0.8,2.3,0.3,0.0,1.1,1.0,2.4
13,Alex Blackwell,22,27,0,4.0,0.5,1.6,.333,0.0,0.1,.000,0.5,1.4,.359,.333,0.2,0.3,.750,0.4,0.5,0.9,0.3,0.1,0.1,0.2,0.5,1.3
