,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kobe Bryant,26,66,66,40.7,8.7,20.1,.433,2.0,5.9,.339,6.7,14.2,.472,.482,8.2,10.1,.816,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6
1,Lamar Odom,25,64,64,36.3,5.7,12.1,.473,0.6,1.8,.308,5.2,10.3,.502,.496,3.2,4.7,.695,2.1,8.1,10.2,3.7,0.7,1.0,2.5,3.3,15.2
2,Caron Butler,24,77,77,35.7,5.7,12.9,.445,0.5,1.6,.304,5.2,11.2,.465,.464,3.6,4.1,.862,1.9,3.9,5.8,1.9,1.4,0.3,1.6,2.8,15.5
3,Chucky Atkins,30,82,82,35.4,4.7,11.1,.426,2.1,5.5,.387,2.6,5.5,.466,.523,2.0,2.5,.803,0.4,2.0,2.4,4.4,0.9,0.0,1.8,2.2,13.6
4,Chris Mihm,25,75,75,24.9,3.7,7.4,.507,0.0,0.0,.000,3.7,7.3,.509,.507,2.3,3.4,.678,2.6,4.1,6.7,0.7,0.2,1.4,1.5,3.2,9.8
5,Jumaine Jones,25,76,23,24.1,2.8,6.4,.432,1.3,3.4,.391,1.4,3.0,.480,.537,0.7,1.0,.733,1.4,3.8,5.2,0.9,0.6,0.3,0.6,2.2,7.6
6,Devean George,27,15,3,20.4,2.5,6.9,.356,1.4,3.9,.362,1.1,3.1,.348,.457,1.0,1.3,.750,0.9,2.7,3.5,0.9,0.5,0.1,0.8,2.1,7.3
7,Brian Grant,32,69,8,16.5,1.5,3.0,.493,0.0,0.0,,1.5,3.0,.493,.493,0.8,1.1,.722,1.5,2.3,3.7,0.5,0.3,0.3,0.6,2.5,3.8
8,Brian Cook,24,72,0,15.1,2.4,5.9,.417,1.1,2.8,.392,1.4,3.1,.439,.509,0.4,0.5,.757,0.9,2.1,3.0,0.5,0.3,0.4,0.4,1.9,6.4
9,Tierre Brown,25,76,0,14.0,1.6,4.6,.356,0.3,0.9,.361,1.3,3.6,.355,.394,0.8,1.0,.787,0.3,0.9,1.2,2.0,0.4,0.0,1.0,0.8,4.4
10,Luke Walton,24,61,5,12.6,1.2,3.0,.411,0.3,1.0,.262,1.0,2.0,.487,.456,0.6,0.8,.708,0.9,1.4,2.3,1.5,0.4,0.2,1.0,1.1,3.2
11,Sasha Vujačić,20,35,3,11.5,0.9,3.3,.282,0.5,1.8,.270,0.5,1.5,.296,.355,0.5,0.5,.947,0.4,1.4,1.8,1.5,0.3,0.1,0.4,1.2,2.9
12,Stanislav Medvedenko,25,43,4,9.8,1.7,3.6,.455,0.0,0.0,.000,1.7,3.6,.458,.455,0.5,0.7,.821,0.7,1.1,1.8,0.3,0.2,0.0,0.3,1.5,3.8
13,Vlade Divac,36,15,0,8.7,0.9,2.1,.419,0.0,0.0,,0.9,2.1,.419,.419,0.5,0.8,.667,1.2,0.9,2.1,1.3,0.3,0.1,0.9,1.7,2.3
14,Kareem Rush,24,14,0,6.5,0.3,1.4,.200,0.1,0.7,.200,0.1,0.7,.200,.250,0.1,0.1,1.000,0.2,0.5,0.7,0.2,0.1,0.1,0.2,0.5,0.9
15,Tony Bobbitt,25,2,0,6.0,1.0,2.5,.400,0.5,1.0,.500,0.5,1.5,.333,.500,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,2.5
