,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,David Wesley,26,74,73,40.4,6.2,13.2,.468,1.4,3.9,.360,4.8,9.3,.513,.521,3.0,3.9,.781,0.9,2.7,3.6,7.3,2.2,0.2,2.9,3.0,16.8
1,Antoine Walker,20,82,68,36.2,7.0,16.5,.425,0.6,1.9,.327,6.4,14.6,.438,.445,2.8,4.5,.631,3.5,5.5,9.0,3.2,1.3,0.6,2.8,3.3,17.5
2,Dino Radja,29,25,25,35.0,6.0,13.6,.440,0.0,0.0,.000,6.0,13.5,.441,.440,2.0,2.8,.718,1.8,6.7,8.4,1.9,0.9,1.9,2.8,3.0,14.0
3,Rick Fox,27,76,75,34.9,5.7,12.5,.456,1.3,3.7,.363,4.4,8.8,.494,.509,2.7,3.5,.787,1.5,3.7,5.2,3.8,2.2,0.5,2.3,3.7,15.4
4,Eric Williams,24,72,67,33.8,5.2,11.4,.456,0.0,0.1,.250,5.2,11.3,.458,.457,4.6,6.1,.752,1.8,2.8,4.6,1.8,1.0,0.2,1.9,3.0,15.0
5,Dana Barros,29,24,8,29.5,4.6,10.5,.435,1.8,4.4,.410,2.8,6.2,.453,.520,1.5,1.8,.860,0.2,1.8,2.0,3.4,1.1,0.3,1.6,1.4,12.5
6,Todd Day,27,81,27,28.1,4.9,12.3,.398,1.6,4.3,.362,3.4,8.0,.418,.461,3.2,4.1,.773,1.3,2.7,4.1,1.4,1.3,0.6,1.6,2.6,14.5
7,Dee Brown,28,21,2,24.9,2.9,7.9,.367,1.0,3.1,.308,2.0,4.8,.406,.428,0.9,1.0,.818,0.4,1.9,2.3,3.2,1.5,0.3,1.1,2.1,7.6
8,Greg Minor,25,23,15,23.8,4.1,8.5,.480,0.0,0.3,.125,4.0,8.2,.495,.482,1.3,1.6,.861,1.3,2.2,3.5,1.5,0.7,0.1,1.0,2.0,9.6
9,Marty Conlon,29,74,15,21.8,2.9,6.1,.471,0.0,0.1,.200,2.9,6.0,.477,.474,1.9,2.3,.842,1.7,2.6,4.4,1.4,0.6,0.2,1.5,2.1,7.8
10,Pervis Ellison,29,6,4,20.8,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,0.5,0.8,.600,1.5,2.8,4.3,0.7,0.8,1.5,1.2,3.5,2.5
11,Frank Brickowski,37,17,2,15.0,1.9,4.3,.438,0.4,1.2,.350,1.5,3.1,.472,.486,0.6,0.8,.714,0.4,1.6,2.0,0.9,0.3,0.2,1.1,2.5,4.8
12,Michael Hawkins,24,29,0,11.2,1.0,2.3,.426,0.3,1.1,.323,0.7,1.3,.514,.500,0.4,0.5,.800,0.3,0.8,1.1,2.2,0.6,0.0,1.0,1.4,2.8
13,Alton Lister,38,53,2,9.7,0.6,1.5,.416,0.0,0.0,,0.6,1.5,.416,.416,0.4,0.6,.742,1.2,1.9,3.2,0.2,0.2,0.3,0.6,1.8,1.6
14,Brett Szabo,28,70,24,9.5,0.8,1.7,.446,0.0,0.0,.000,0.8,1.7,.450,.446,0.6,0.9,.738,0.8,1.6,2.4,0.2,0.2,0.5,0.6,1.7,2.2
15,Nate Driggers,23,15,0,8.8,0.9,2.9,.302,0.0,0.6,.000,0.9,2.3,.382,.302,0.7,0.9,.714,0.8,0.7,1.5,0.4,0.2,0.1,0.4,0.7,2.4
16,Steve Hamer,23,35,3,7.7,0.9,1.6,.526,0.0,0.1,.000,0.9,1.6,.545,.526,0.5,0.8,.552,0.5,1.2,1.7,0.2,0.1,0.1,0.4,1.1,2.2
17,Stacey King,30,5,0,6.6,1.0,1.4,.714,0.0,0.0,,1.0,1.4,.714,.714,0.4,0.6,.667,0.2,1.6,1.8,0.2,0.0,0.2,0.2,0.6,2.4
