,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Sean Elliott,23,82,82,38.0,6.3,12.7,.494,0.3,1.0,.305,6.0,11.7,.510,.506,3.5,4.0,.861,1.7,3.6,5.4,2.6,1.0,0.4,1.9,1.8,16.3
1,David Robinson,26,68,68,37.7,8.7,15.8,.551,0.0,0.1,.125,8.7,15.7,.554,.552,5.8,8.3,.701,3.8,8.4,12.2,2.7,2.3,4.5,2.7,3.2,23.2
2,Rod Strickland,25,57,54,36.0,5.3,11.6,.455,0.1,0.3,.333,5.2,11.3,.458,.459,3.2,4.6,.687,1.6,3.0,4.6,8.6,2.1,0.3,2.8,2.1,13.8
3,Willie Anderson,25,57,55,33.1,5.5,12.0,.455,0.2,1.0,.232,5.2,11.0,.475,.465,1.9,2.4,.775,1.1,4.2,5.3,5.3,0.9,0.9,2.5,2.6,13.1
4,Terry Cummings,30,70,67,30.7,7.3,15.0,.488,0.1,0.2,.385,7.3,14.9,.489,.491,2.5,3.6,.711,3.5,5.5,9.0,1.5,0.8,0.5,1.6,3.0,17.3
5,Avery Johnson,26,20,14,23.2,2.8,5.4,.509,0.1,0.3,.200,2.7,5.2,.524,.514,1.2,1.6,.750,0.3,1.5,1.8,5.0,1.1,0.2,2.3,2.2,6.8
6,Antoine Carr,30,81,27,23.0,4.4,9.0,.490,0.0,0.1,.200,4.4,9.0,.492,.491,2.0,2.6,.764,1.6,2.7,4.3,0.8,0.4,1.2,1.4,3.3,10.9
7,Vinnie Johnson,35,60,23,22.5,3.4,8.3,.405,0.3,1.0,.317,3.1,7.3,.417,.424,0.9,1.4,.647,1.1,1.9,3.0,2.4,0.7,0.2,1.2,1.6,8.0
8,Tom Garrick,25,19,5,19.7,2.3,4.9,.473,0.0,0.1,.000,2.3,4.8,.478,.473,0.5,0.8,.625,0.4,1.7,2.2,3.3,1.1,0.1,1.6,1.7,5.2
9,Trent Tucker,32,24,0,17.3,2.5,5.4,.465,0.8,2.0,.396,1.7,3.4,.506,.539,0.7,0.8,.800,0.3,1.2,1.5,1.1,0.9,0.1,0.6,1.6,6.5
10,Sidney Green,31,80,1,14.1,1.8,4.3,.427,0.0,0.0,,1.8,4.3,.427,.427,0.9,1.1,.820,1.2,3.1,4.3,0.5,0.4,0.1,0.8,1.9,4.6
11,Paul Pressey,33,56,7,13.6,1.1,2.9,.373,0.1,0.4,.143,1.0,2.5,.407,.382,0.5,0.7,.683,0.4,1.3,1.7,2.5,0.5,0.3,1.1,1.5,2.7
12,Jud Buechler,23,11,0,12.7,1.4,2.7,.500,0.0,0.0,,1.4,2.7,.500,.500,0.3,0.8,.333,0.5,1.5,2.0,1.0,0.7,0.3,0.5,1.6,3.0
13,Donald Royal,25,60,4,12.0,1.3,3.0,.449,0.0,0.0,,1.3,3.0,.449,.449,1.5,2.2,.692,1.1,1.0,2.1,0.6,0.4,0.1,0.7,1.2,4.2
14,Greg Sutton,24,67,2,9.0,1.4,3.6,.388,0.4,1.3,.292,1.0,2.3,.444,.442,0.5,0.7,.756,0.1,0.6,0.7,1.4,0.4,0.1,1.0,1.7,3.7
15,Tony Massenburg,24,1,0,9.0,1.0,5.0,.200,0.0,0.0,,1.0,5.0,.200,.200,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
16,Sean Higgins,23,6,0,6.0,0.7,2.5,.267,0.0,0.2,.000,0.7,2.3,.286,.267,1.2,1.2,1.000,0.3,1.0,1.3,0.7,0.3,0.0,0.7,1.0,2.5
17,Morlon Wiley,25,3,0,4.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,2.0
18,Tom Copa,27,33,1,4.0,0.7,1.2,.550,0.0,0.0,,0.7,1.2,.550,.550,0.1,0.4,.308,0.4,0.7,1.1,0.1,0.1,0.2,0.2,0.9,1.5
19,Steve Bardo,23,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
