,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Paul Pierce,26,80,80,38.7,7.5,18.7,.402,1.4,4.8,.299,6.1,13.9,.438,.441,6.5,7.9,.819,0.9,5.7,6.5,5.1,1.6,0.7,3.8,2.9,23.0
1,Chucky Atkins,29,24,24,33.0,4.3,10.4,.418,1.6,4.6,.351,2.7,5.8,.471,.496,1.8,2.3,.778,0.1,1.8,1.9,5.3,1.1,0.0,1.8,1.8,12.0
2,Mike James,28,55,55,30.6,3.9,9.3,.418,1.6,4.1,.381,2.3,5.2,.447,.502,1.4,1.7,.800,0.4,2.8,3.2,4.4,1.3,0.0,1.5,2.1,10.7
3,Ricky Davis,24,57,5,29.4,5.5,11.2,.488,0.6,1.6,.380,4.9,9.6,.506,.516,2.5,3.5,.732,1.0,3.1,4.2,2.6,1.2,0.2,2.1,2.1,14.1
4,Mark Blount,28,82,73,29.3,4.2,7.4,.566,0.0,0.0,,4.2,7.4,.566,.566,1.9,2.7,.719,2.5,4.7,7.2,0.9,1.0,1.3,1.8,3.1,10.3
5,Vin Baker,32,37,33,27.0,4.5,9.0,.505,0.0,0.0,.000,4.5,9.0,.506,.505,2.2,3.0,.732,2.1,3.6,5.7,1.5,0.6,0.6,1.4,2.6,11.3
6,Jiří Welsch,24,81,68,26.9,3.2,7.6,.428,0.9,2.2,.381,2.4,5.3,.448,.484,1.9,2.5,.743,0.7,2.9,3.7,2.3,1.2,0.1,1.6,2.2,9.2
7,Walter McCarty,29,77,23,24.7,2.6,6.8,.388,1.8,4.8,.374,0.9,2.0,.420,.519,0.8,1.1,.756,0.4,2.7,3.1,1.6,0.9,0.3,1.2,2.3,7.9
8,Eric Williams,31,21,0,24.4,3.7,8.4,.435,0.5,1.5,.344,3.1,6.9,.455,.466,3.7,5.2,.716,1.0,3.5,4.5,1.2,1.0,0.0,1.5,2.5,11.6
9,Tony Battie,27,23,6,21.8,2.4,5.1,.479,0.0,0.0,1.000,2.4,5.0,.474,.483,1.0,1.4,.697,1.7,3.4,5.1,0.9,0.3,0.9,1.0,2.4,5.9
10,Kedrick Brown,22,21,10,19.4,2.1,4.7,.455,0.6,1.5,.375,1.6,3.2,.493,.515,0.4,0.6,.615,0.9,2.4,3.2,1.2,0.8,0.1,0.6,1.8,5.2
11,Raef LaFrentz,27,17,1,19.3,3.4,7.3,.460,0.5,2.4,.200,2.9,4.9,.583,.492,0.6,0.8,.769,1.8,2.9,4.6,1.4,0.5,0.8,0.6,2.8,7.8
12,Chris Mihm,24,54,16,17.4,2.4,4.7,.500,0.0,0.0,,2.4,4.7,.500,.500,1.4,2.2,.644,2.0,3.0,5.1,0.2,0.5,0.8,1.2,2.8,6.1
13,Marcus Banks,22,81,2,17.1,2.2,5.5,.400,0.3,1.1,.314,1.9,4.4,.421,.431,1.2,1.6,.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9
14,Brandon Hunter,23,36,12,11.3,1.5,3.2,.457,0.0,0.1,.000,1.5,3.1,.469,.457,0.5,1.2,.442,1.4,1.9,3.3,0.5,0.4,0.0,0.6,1.1,3.5
15,Dana Barros,36,1,0,11.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
16,Jumaine Jones,24,42,2,8.9,0.8,2.3,.344,0.3,1.0,.295,0.5,1.2,.385,.411,0.3,0.5,.609,0.6,1.0,1.6,0.3,0.3,0.2,0.5,1.1,2.2
17,Michael Stewart,28,17,0,4.2,0.1,0.3,.400,0.0,0.0,,0.1,0.3,.400,.400,0.1,0.1,.500,0.2,0.5,0.6,0.0,0.1,0.1,0.1,0.8,0.3
18,Kendrick Perkins,19,10,0,3.5,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,0.6,0.9,.667,0.5,0.9,1.4,0.3,0.0,0.2,0.5,0.6,2.2
