,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Michael Jordan,21,82,82,38.3,10.2,19.8,.515,0.1,0.6,.173,10.1,19.2,.526,.518,7.7,9.1,.845,2.0,4.5,6.5,5.9,2.4,0.8,3.5,3.5,28.2
1,Orlando Woolridge,25,77,76,36.6,8.8,15.9,.554,0.0,0.1,.000,8.8,15.8,.557,.554,5.3,6.8,.785,2.1,3.6,5.6,1.8,0.8,0.5,2.3,2.4,22.9
2,Quintin Dailey,24,79,0,26.6,6.6,14.1,.473,0.1,0.4,.233,6.6,13.7,.479,.476,2.6,3.2,.817,0.7,1.9,2.6,2.4,0.9,0.1,1.9,2.4,16.0
3,Dave Corzine,28,82,50,25.1,3.4,6.9,.486,0.0,0.0,.000,3.4,6.9,.487,.486,1.8,2.4,.745,1.6,3.6,5.1,1.7,0.4,0.8,1.5,2.3,8.5
4,Dave Greenwood,27,61,28,25.0,2.5,5.4,.458,0.0,0.0,.000,2.5,5.4,.459,.458,1.1,1.5,.713,1.8,4.6,6.4,1.3,0.6,0.3,1.0,3.1,6.1
5,Steve Johnson,27,74,54,22.4,3.8,7.0,.545,0.0,0.0,.000,3.8,6.9,.548,.545,2.4,3.4,.718,2.0,3.9,5.9,0.9,0.5,0.8,2.0,3.6,10.0
6,Caldwell Jones,34,42,32,21.1,1.3,2.7,.461,0.0,0.0,.000,1.3,2.7,.469,.461,0.9,1.1,.766,1.2,3.9,5.0,0.8,0.3,0.7,1.0,3.0,3.4
7,Ennis Whatley,22,70,44,19.8,2.0,4.5,.447,0.0,0.1,.111,2.0,4.3,.457,.449,1.0,1.2,.791,0.5,1.0,1.4,5.4,0.9,0.1,2.1,2.0,5.0
8,Wes Matthews,25,78,38,19.5,2.4,4.9,.495,0.0,0.2,.125,2.4,4.7,.511,.497,0.8,1.1,.694,0.2,0.7,0.9,4.5,0.9,0.2,1.6,1.7,5.7
9,Jawann Oldham,27,63,0,15.8,1.4,3.0,.464,0.0,0.0,.000,1.4,3.0,.466,.464,0.5,0.8,.680,1.3,2.5,3.7,0.5,0.2,2.0,0.9,2.6,3.4
10,Sidney Green,24,48,1,15.4,2.3,5.2,.432,0.0,0.1,.000,2.3,5.1,.439,.432,1.6,2.0,.806,1.5,3.6,5.1,0.6,0.2,0.3,1.4,2.1,6.1
11,Rod Higgins,25,68,5,13.9,1.8,4.0,.441,0.1,0.5,.270,1.6,3.4,.468,.459,0.9,1.3,.667,0.8,1.4,2.2,1.1,0.3,0.2,0.7,1.3,4.5
12,Charles Jones,27,3,0,9.7,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,1.3,2.0,.667,0.7,1.3,2.0,0.3,0.0,1.7,1.3,2.0,2.7
13,Chris Engler,25,3,0,1.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.3,0.7
