,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Mike Mitchell,29,82,82,34.8,9.5,19.0,.497,0.1,0.3,.217,9.4,18.7,.502,.499,3.3,4.2,.777,1.8,3.3,5.1,1.8,0.7,0.3,1.8,2.7,22.2
1,Artis Gilmore,35,81,81,34.0,6.6,10.5,.623,0.0,0.0,.000,6.6,10.5,.624,.623,6.0,8.0,.749,2.9,7.6,10.4,1.6,0.5,2.1,3.0,3.8,19.1
2,Johnny Moore,26,82,82,32.8,5.1,11.1,.457,0.3,1.1,.281,4.8,10.0,.476,.471,2.3,3.0,.762,1.1,3.5,4.6,10.0,2.8,0.2,2.9,3.0,12.8
3,George Gervin,32,72,69,29.0,8.3,16.4,.508,0.0,0.1,.000,8.3,16.3,.512,.508,4.5,5.3,.844,1.1,2.2,3.3,2.5,0.9,0.7,2.8,2.9,21.2
4,David Thirdkill,24,2,2,26.0,2.5,5.5,.455,0.0,0.0,,2.5,5.5,.455,.455,2.5,3.0,.833,2.5,1.0,3.5,1.5,1.0,0.5,1.0,2.5,7.5
5,Gene Banks,25,82,41,25.5,3.5,6.0,.586,0.0,0.0,.333,3.5,6.0,.588,.587,2.4,3.1,.774,1.6,3.8,5.4,2.9,0.8,0.2,1.7,2.7,9.5
6,Alvin Robertson,22,79,9,21.3,3.8,7.6,.498,0.1,0.1,.364,3.7,7.5,.501,.502,1.6,2.1,.734,1.5,1.9,3.4,3.5,1.6,0.3,2.1,2.7,9.2
7,Marc Iavaroni,28,57,33,20.7,2.6,5.7,.464,0.0,0.1,.000,2.6,5.6,.470,.464,1.4,2.1,.664,1.5,3.4,4.8,2.0,0.5,0.6,1.8,3.4,6.7
8,Edgar Jones,28,18,1,17.9,2.4,5.1,.484,0.0,0.1,.000,2.4,5.0,.489,.484,2.3,2.8,.804,0.9,2.6,3.4,1.0,0.5,1.0,1.6,2.9,7.2
9,John Paxson,24,78,1,16.1,2.5,4.9,.509,0.1,0.4,.294,2.4,4.5,.530,.522,1.1,1.3,.840,0.2,0.6,0.9,2.8,0.6,0.0,1.0,1.5,6.2
10,Jeff Cook,28,54,2,15.7,1.7,3.2,.529,0.0,0.0,,1.7,3.2,.529,.529,0.6,0.7,.811,1.5,2.4,3.9,0.7,0.5,0.3,0.6,2.8,4.0
11,Fred Roberts,24,22,0,13.9,2.0,4.5,.449,0.0,0.0,,2.0,4.5,.449,.449,1.3,1.7,.763,0.5,1.1,1.6,1.0,0.5,0.5,1.0,2.0,5.3
12,Ozell Jones,24,67,6,13.3,1.6,2.7,.589,0.0,0.0,.000,1.6,2.7,.592,.589,0.5,1.2,.398,1.0,2.6,3.6,0.8,0.4,0.9,0.9,2.1,3.7
13,Billy Knight,32,52,1,11.8,2.4,5.5,.439,0.2,0.5,.417,2.2,5.0,.441,.456,1.0,1.1,.895,0.8,1.1,1.8,1.1,0.3,0.0,1.1,0.9,6.0
14,Ron Brewer,29,9,0,9.0,1.4,3.8,.382,0.0,0.0,,1.4,3.8,.382,.382,0.8,0.8,1.000,0.1,0.2,0.3,0.7,0.1,0.1,0.4,0.9,3.7
15,Linton Townes,25,1,0,8.0,0.0,6.0,.000,0.0,0.0,,0.0,6.0,.000,.000,2.0,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
16,Mark McNamara,25,12,0,5.3,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.8,1.5,.500,0.6,0.8,1.4,0.0,0.2,0.1,0.5,0.4,2.8
