,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Vlade Divac,25,79,73,34.0,5.7,11.3,.506,0.1,0.6,.191,5.6,10.7,.524,.511,2.6,3.8,.686,3.6,7.2,10.8,3.9,1.2,1.4,2.4,3.6,14.2
1,Nick Van Exel,22,81,80,33.3,5.1,13.0,.394,1.5,4.5,.338,3.6,8.5,.423,.452,1.9,2.4,.781,0.6,2.4,2.9,5.8,1.0,0.1,1.8,1.9,13.6
2,Anthony Peeler,24,30,30,30.8,5.9,13.6,.430,0.5,2.1,.222,5.4,11.5,.468,.447,1.9,2.4,.803,1.6,2.0,3.6,3.1,1.4,0.3,2.0,3.1,14.1
3,Elden Campbell,25,76,74,29.6,4.9,10.6,.462,0.0,0.0,.000,4.9,10.6,.463,.462,2.5,3.6,.689,2.2,4.6,6.8,1.1,0.8,1.9,1.3,3.2,12.3
4,Sedale Threatt,32,81,20,28.1,5.1,10.5,.482,0.1,0.4,.152,5.0,10.1,.496,.485,1.7,1.9,.890,0.3,1.5,1.9,4.2,1.4,0.2,1.3,2.3,11.9
5,Trevor Wilson,25,5,4,25.2,3.8,7.8,.487,0.0,0.0,,3.8,7.8,.487,.487,2.6,5.0,.520,2.4,3.2,5.6,2.4,1.0,0.2,1.2,3.4,10.2
6,George Lynch,23,71,46,24.8,4.1,8.1,.508,0.0,0.1,.000,4.1,8.0,.512,.508,1.4,2.3,.596,3.1,2.7,5.8,1.4,1.4,0.4,1.2,2.5,9.6
7,Doug Christie,23,65,34,23.3,3.8,8.6,.434,0.6,1.8,.328,3.2,6.8,.463,.469,2.2,3.2,.697,1.4,2.2,3.6,2.1,1.4,0.4,2.2,2.9,10.3
8,Sam Bowie,32,25,7,22.2,3.0,6.9,.436,0.0,0.2,.250,3.0,6.7,.440,.439,2.9,3.3,.867,1.1,4.2,5.2,1.9,0.2,1.1,1.7,2.6,8.9
9,Tony Smith,25,73,31,22.2,3.7,8.5,.441,0.2,0.7,.320,3.5,7.8,.451,.454,1.2,1.6,.714,1.5,1.2,2.7,2.0,0.8,0.2,1.0,1.8,8.8
10,James Worthy,32,80,2,20.0,4.3,10.5,.406,0.4,1.4,.288,3.9,9.1,.424,.425,1.3,1.7,.741,0.6,1.7,2.3,1.9,0.6,0.2,1.2,1.0,10.2
11,Kurt Rambis,35,50,1,12.7,1.2,2.3,.518,0.0,0.0,.000,1.2,2.3,.522,.518,0.9,1.4,.648,1.7,2.1,3.8,0.6,0.4,0.5,0.5,1.8,3.3
12,Reggie Jordan,26,23,0,11.3,1.9,4.5,.427,0.1,0.2,.500,1.8,4.3,.424,.437,1.5,2.2,.686,2.0,0.9,2.9,1.1,0.6,0.2,0.6,1.1,5.4
13,James Edwards,38,45,2,10.4,1.7,3.7,.464,0.0,0.0,,1.7,3.7,.464,.464,1.2,1.8,.684,0.2,1.2,1.4,0.5,0.1,0.1,0.7,2.0,4.7
14,Danny Schayes,34,13,0,10.2,1.1,2.9,.368,0.0,0.0,,1.1,2.9,.368,.368,0.6,0.8,.800,1.2,1.5,2.6,0.6,0.4,0.2,0.7,1.4,2.8
15,Antonio Harvey,23,27,6,9.1,1.1,2.9,.367,0.0,0.0,,1.1,2.9,.367,.367,0.4,1.0,.462,1.0,1.2,2.2,0.2,0.3,0.7,0.6,1.4,2.6
