,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Magic Johnson,25,77,77,36.1,6.5,11.7,.561,0.1,0.5,.189,6.5,11.2,.577,.565,5.1,6.0,.843,1.2,5.0,6.2,12.6,1.5,0.3,4.0,2.0,18.3
1,James Worthy,23,80,76,33.7,7.6,13.3,.572,0.0,0.1,.000,7.6,13.2,.576,.572,2.4,3.1,.776,2.1,4.3,6.4,2.5,1.1,0.8,2.5,2.5,17.6
2,Kareem Abdul-Jabbar,37,79,79,33.3,9.2,15.3,.599,0.0,0.0,.000,9.2,15.3,.600,.599,3.7,5.0,.732,2.1,5.8,7.9,3.2,0.8,2.1,2.5,3.0,22.0
3,Byron Scott,23,81,65,28.5,6.7,12.4,.539,0.3,0.7,.433,6.4,11.6,.546,.552,2.3,2.8,.820,0.7,1.9,2.6,3.0,1.2,0.2,1.7,2.4,16.0
4,Michael Cooper,28,82,20,26.7,3.4,7.2,.465,0.4,1.5,.285,2.9,5.7,.513,.495,1.4,1.6,.865,0.7,2.4,3.1,5.2,1.1,0.6,1.9,2.5,8.6
5,Kurt Rambis,26,82,46,19.7,2.2,4.0,.554,0.0,0.0,,2.2,4.0,.554,.554,0.8,1.3,.660,2.0,4.4,6.4,0.8,1.0,0.6,1.2,2.6,5.2
6,Bob McAdoo,33,66,0,19.0,4.3,8.3,.520,0.0,0.0,.000,4.3,8.3,.521,.520,1.8,2.5,.753,1.2,3.3,4.5,1.0,0.3,0.8,1.4,2.6,10.5
7,Jamaal Wilkes,31,42,8,18.1,3.5,7.2,.488,0.0,0.0,.000,3.5,7.2,.490,.488,1.2,1.6,.773,0.8,1.4,2.2,1.0,0.5,0.1,1.2,1.5,8.3
8,Larry Spriggs,25,75,32,17.2,2.6,4.7,.548,0.0,0.0,.000,2.6,4.7,.553,.548,1.5,1.9,.767,1.0,2.0,3.0,1.8,0.6,0.2,1.5,2.6,6.7
9,Mike McGee,25,76,3,15.4,4.3,8.1,.538,0.3,0.8,.361,4.0,7.3,.557,.556,1.2,2.1,.588,1.3,0.9,2.2,0.9,0.5,0.1,1.1,1.9,10.2
10,Mitch Kupchak,30,58,3,12.3,2.1,4.2,.504,0.0,0.0,,2.1,4.2,.504,.504,1.0,1.6,.659,1.2,2.0,3.2,0.4,0.3,0.3,0.8,1.8,5.3
11,Ronnie Lester,26,32,1,8.7,1.1,2.6,.415,0.0,0.0,.000,1.1,2.5,.420,.415,0.7,1.0,.677,0.1,0.7,0.8,2.5,0.5,0.1,1.0,0.8,2.8
12,Chuck Nevitt,25,11,0,5.4,0.5,1.5,.294,0.0,0.0,,0.5,1.5,.294,.294,0.2,0.7,.250,0.5,1.4,1.8,0.3,0.0,1.4,0.9,1.8,1.1
13,Earl Jones,24,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
