,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nick Van Exel,24,74,74,34.0,5.4,12.8,.417,1.9,5.4,.357,3.4,7.4,.461,.493,2.2,2.8,.799,0.4,2.1,2.4,6.9,0.9,0.1,2.1,1.6,14.9
1,Cedric Ceballos,26,78,71,33.7,8.2,15.4,.530,0.7,2.4,.277,7.5,13.1,.576,.552,4.2,5.2,.804,2.8,4.1,6.9,1.5,1.2,0.3,2.1,1.8,21.2
2,Elden Campbell,27,82,82,32.9,5.5,10.8,.503,0.0,0.1,.000,5.5,10.8,.506,.503,3.0,4.3,.713,2.0,5.6,7.6,2.2,1.1,2.6,1.7,3.7,13.9
3,Vlade Divac,27,79,79,31.3,5.2,10.2,.513,0.0,0.2,.167,5.2,10.0,.521,.515,2.4,3.7,.641,2.5,6.1,8.6,3.3,1.0,1.7,2.5,3.5,12.9
4,Eddie Jones,24,70,66,31.2,4.8,9.8,.492,1.2,3.2,.366,3.6,6.5,.555,.553,1.9,2.6,.739,0.6,2.7,3.3,3.5,1.8,0.6,1.4,2.3,12.8
5,Magic Johnson,36,32,9,29.9,4.3,9.2,.466,0.7,1.8,.379,3.6,7.4,.487,.503,5.4,6.3,.856,1.3,4.5,5.7,6.9,0.8,0.4,3.2,1.5,14.6
6,Anthony Peeler,26,73,12,22.0,3.7,8.2,.452,1.4,3.5,.413,2.3,4.8,.480,.539,0.8,1.2,.709,0.6,1.3,1.9,1.6,0.8,0.1,0.8,1.9,9.7
7,Sedale Threatt,34,82,8,20.6,2.9,6.4,.458,0.7,2.1,.355,2.2,4.4,.507,.515,0.7,0.9,.761,0.2,0.9,1.2,3.3,0.8,0.1,0.9,2.2,7.3
8,George Lynch,25,76,6,13.3,1.5,3.6,.430,0.1,0.2,.308,1.5,3.4,.436,.438,0.7,1.1,.663,1.1,1.7,2.8,0.7,0.6,0.1,0.5,1.4,3.8
9,Corie Blount,27,57,2,12.5,1.4,2.9,.473,0.0,0.0,.000,1.4,2.9,.479,.473,0.4,0.8,.568,1.2,1.8,3.0,0.7,0.4,0.6,0.8,1.9,3.2
10,Derek Strong,27,63,0,11.8,1.1,2.7,.426,0.0,0.1,.111,1.1,2.5,.444,.429,1.1,1.3,.812,1.0,1.9,2.8,0.5,0.3,0.2,0.3,1.3,3.4
11,Fred Roberts,35,33,1,9.6,1.5,2.9,.495,0.1,0.4,.286,1.3,2.5,.530,.515,0.7,0.8,.786,0.5,0.9,1.4,0.8,0.5,0.1,0.7,0.7,3.7
12,Anthony Miller,24,27,0,4.6,0.6,1.3,.429,0.0,0.1,.000,0.6,1.2,.455,.429,0.2,0.4,.600,0.4,0.5,0.9,0.1,0.1,0.0,0.3,0.7,1.3
13,Frankie King,23,6,0,3.3,0.5,1.8,.273,0.0,0.2,.000,0.5,1.7,.300,.273,0.2,0.5,.333,0.2,0.2,0.3,0.3,0.3,0.0,0.3,0.7,1.2
