,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Elton Brand,20,81,80,37.0,7.8,16.1,.482,0.0,0.0,.000,7.8,16.1,.483,.482,4.5,6.6,.685,4.3,5.7,10.0,1.9,0.8,1.6,2.8,3.2,20.1
1,Toni Kukoč,31,24,23,36.2,6.2,16.2,.381,0.8,3.3,.231,5.4,12.9,.419,.405,4.9,6.5,.761,1.5,3.9,5.4,5.2,1.8,0.8,3.1,2.1,18.0
2,Rusty LaRue,26,4,1,32.3,3.8,10.8,.349,0.5,3.5,.143,3.3,7.3,.448,.372,1.3,1.8,.714,0.3,2.3,2.5,2.8,1.8,0.0,1.8,2.3,9.3
3,Metta World Peace,20,72,63,31.1,4.3,10.5,.407,0.8,2.7,.314,3.5,7.9,.438,.447,2.6,3.9,.674,0.9,3.4,4.3,2.8,1.7,0.5,2.3,2.2,12.0
4,Randy Brown,31,59,55,27.5,2.7,7.4,.361,0.1,0.1,.500,2.6,7.3,.359,.364,1.1,1.4,.738,0.4,2.1,2.4,3.4,1.0,0.3,1.8,2.0,6.4
5,Fred Hoiberg,27,31,11,27.3,2.9,7.4,.387,1.0,3.0,.340,1.8,4.4,.419,.457,2.2,2.5,.908,0.2,3.3,3.5,2.7,1.3,0.1,1.4,2.1,9.0
6,Hersey Hawkins,33,61,49,26.6,2.6,6.1,.424,0.9,2.3,.390,1.7,3.8,.444,.497,1.8,2.0,.899,0.5,2.4,2.9,2.2,1.2,0.2,1.6,2.4,7.9
7,Dickey Simpkins,27,69,48,23.9,1.6,4.0,.405,0.0,0.0,.000,1.6,4.0,.407,.405,0.9,1.7,.542,1.8,3.6,5.4,1.4,0.3,0.3,1.9,3.1,4.2
8,Matt Maloney,28,51,12,23.0,2.2,6.2,.358,1.2,3.4,.356,1.0,2.8,.361,.456,0.7,0.9,.822,0.2,1.1,1.3,2.7,0.6,0.1,1.2,0.8,6.4
9,Chris Carr,25,50,2,21.8,3.7,9.3,.400,0.6,1.9,.333,3.1,7.4,.416,.433,1.8,2.1,.858,0.7,2.5,3.2,1.6,0.6,0.3,2.2,2.0,9.8
10,B.J. Armstrong,32,27,18,21.6,3.1,6.9,.446,0.5,1.1,.448,2.6,5.8,.446,.481,0.8,0.9,.880,0.1,1.7,1.7,2.9,0.3,0.0,1.5,1.3,7.4
11,John Starks,34,4,0,20.5,2.8,8.5,.324,0.8,2.5,.300,2.0,6.0,.333,.368,1.3,1.3,1.000,0.0,2.5,2.5,2.8,1.3,0.3,0.8,2.3,7.5
12,Dedric Willoughby,25,25,1,20.3,2.4,7.2,.341,1.2,3.9,.296,1.3,3.2,.395,.422,1.6,2.0,.765,0.4,1.6,2.0,2.6,0.9,0.1,1.5,1.3,7.6
13,Corey Benjamin,21,48,10,18.0,3.0,7.3,.414,0.6,1.9,.348,2.4,5.4,.437,.459,1.0,1.7,.598,0.4,1.4,1.8,1.1,0.6,0.5,1.5,2.5,7.7
14,Kornél Dávid,28,26,5,17.0,2.4,5.7,.426,0.0,0.1,.000,2.4,5.6,.434,.426,1.6,2.0,.808,0.8,2.0,2.8,0.6,0.5,0.1,1.2,1.9,6.5
15,Khalid Reeves,27,3,0,16.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,1.7,1.7,1.000,0.7,0.7,1.3,4.3,0.7,0.0,2.0,2.7,3.7
16,Will Perdue,34,67,15,15.1,0.9,2.5,.351,0.0,0.0,,0.9,2.5,.351,.351,0.7,1.6,.476,1.3,2.6,3.9,1.0,0.2,0.6,1.2,1.9,2.5
17,Chris Anstey,25,73,11,13.8,2.2,5.0,.442,0.0,0.1,.167,2.2,4.9,.447,.444,1.6,2.0,.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0
18,Michael Ruffin,23,71,6,13.7,0.8,1.9,.420,0.0,0.0,,0.8,1.9,.420,.420,0.6,1.2,.489,1.6,1.9,3.5,0.6,0.4,0.4,0.8,2.4,2.2
19,Lari Ketner,22,6,0,6.8,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.3,0.3,1.000,0.0,1.2,1.2,0.2,0.2,0.2,0.5,1.3,1.7
