,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Magic Johnson,26,72,70,35.8,6.7,12.8,.526,0.1,0.6,.233,6.6,12.2,.541,.532,5.3,6.0,.871,1.2,4.7,5.9,12.6,1.6,0.2,3.8,1.8,18.8
1,Kareem Abdul-Jabbar,38,79,79,33.3,9.6,16.9,.564,0.0,0.0,.000,9.6,16.9,.565,.564,4.3,5.6,.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4
2,James Worthy,24,75,73,32.7,8.4,14.5,.579,0.0,0.2,.000,8.4,14.3,.586,.579,3.2,4.2,.771,1.8,3.3,5.2,2.7,1.1,1.0,2.0,2.6,20.0
3,Byron Scott,24,76,62,28.8,6.7,13.0,.513,0.3,0.8,.361,6.4,12.2,.523,.524,1.8,2.3,.784,0.7,1.8,2.5,2.2,1.1,0.2,1.4,2.2,15.4
4,Michael Cooper,29,82,15,27.7,3.3,7.4,.452,0.8,2.0,.387,2.6,5.4,.476,.504,1.8,2.1,.865,0.5,2.4,3.0,5.7,1.1,0.5,1.8,2.9,9.2
5,Maurice Lucas,33,77,8,22.7,3.9,8.5,.462,0.0,0.0,.500,3.9,8.5,.462,.463,2.3,3.0,.783,2.1,5.2,7.4,1.1,0.6,0.3,1.6,3.3,10.2
6,Kurt Rambis,27,74,74,21.3,2.2,3.6,.595,0.0,0.0,,2.2,3.6,.595,.595,1.2,1.6,.721,2.1,4.9,7.0,0.9,0.9,0.4,1.3,2.7,5.5
7,A.C. Green,22,82,1,18.8,2.5,4.7,.539,0.0,0.1,.167,2.5,4.7,.545,.540,1.2,2.0,.611,2.0,2.7,4.6,0.7,0.6,0.6,1.2,2.8,6.4
8,Mike McGee,26,71,19,17.1,3.5,7.7,.463,0.6,1.6,.360,3.0,6.1,.491,.501,0.6,0.9,.656,0.7,1.3,2.0,1.2,0.7,0.1,1.0,1.8,8.3
9,Pétur Guðmundsson,27,8,2,16.0,2.5,4.6,.541,0.0,0.0,,2.5,4.6,.541,.541,2.3,3.4,.667,2.1,2.6,4.8,0.4,0.4,0.5,1.4,3.1,7.3
10,Mitch Kupchak,31,55,0,14.2,2.3,4.7,.482,0.0,0.0,.000,2.3,4.7,.484,.482,1.5,2.0,.750,1.3,2.2,3.5,0.3,0.2,0.1,1.2,1.9,6.0
11,Larry Spriggs,26,43,7,11.0,2.0,4.5,.458,0.0,0.0,.000,2.0,4.4,.461,.458,0.9,1.1,.776,0.7,1.2,1.9,1.1,0.4,0.2,1.3,1.8,5.0
12,Ronnie Lester,27,27,0,8.2,1.0,1.9,.500,0.0,0.1,.000,1.0,1.8,.531,.500,0.6,0.7,.789,0.0,0.4,0.4,2.0,0.3,0.1,1.6,1.0,2.5
13,Chuck Nevitt,26,4,0,6.3,0.8,2.8,.273,0.0,0.0,,0.8,2.8,.273,.273,1.0,1.5,.667,0.8,1.0,1.8,0.5,0.5,0.5,1.3,1.5,2.5
14,Jerome Henderson,26,1,0,3.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
