,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tim Duncan,21,82,82,39.1,8.6,15.7,.549,0.0,0.1,.000,8.6,15.6,.553,.549,3.9,5.9,.662,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1
1,Avery Johnson,32,75,73,35.7,4.3,8.9,.478,0.0,0.2,.154,4.3,8.8,.485,.480,1.6,2.2,.726,0.4,1.6,2.0,7.9,1.1,0.2,2.2,1.9,10.2
2,David Robinson,32,73,73,33.7,7.5,14.6,.511,0.0,0.1,.250,7.4,14.5,.512,.511,6.6,9.0,.735,3.3,7.3,10.6,2.7,0.9,2.6,2.8,2.8,21.6
3,Vinny Del Negro,31,54,38,31.9,3.9,8.9,.441,0.3,0.7,.436,3.6,8.1,.441,.458,1.4,1.7,.796,0.2,2.6,2.8,3.4,0.7,0.1,1.0,2.1,9.5
4,Sean Elliott,29,36,36,28.1,3.4,8.4,.403,0.9,2.5,.378,2.4,5.9,.413,.459,1.6,2.2,.718,0.4,3.0,3.4,1.7,0.7,0.4,1.6,2.6,9.3
5,Jaren Jackson,30,82,45,27.1,3.1,8.0,.394,1.4,3.6,.377,1.8,4.4,.409,.480,1.1,1.4,.797,0.7,1.9,2.6,1.9,0.7,0.1,1.3,2.7,8.8
6,Chuck Person,33,61,11,23.9,2.3,6.5,.359,1.6,4.5,.344,0.8,2.0,.393,.479,0.5,0.6,.757,0.3,3.1,3.3,1.4,0.5,0.2,1.1,2.0,6.7
7,Will Perdue,32,79,30,18.9,2.1,3.7,.549,0.0,0.0,.000,2.1,3.7,.551,.549,0.9,1.7,.526,2.2,4.5,6.8,0.7,0.3,0.6,1.0,1.7,5.0
8,Monty Williams,26,72,16,18.3,2.3,5.1,.448,0.0,0.0,.500,2.3,5.1,.448,.450,1.7,2.5,.670,0.9,1.6,2.5,1.2,0.5,0.3,1.1,1.8,6.3
9,Cory Alexander,24,37,3,13.5,1.6,3.9,.414,0.5,1.7,.313,1.1,2.2,.494,.483,0.7,1.0,.676,0.2,1.1,1.3,1.9,0.7,0.1,1.3,1.4,4.5
10,Brad Lohaus,33,9,0,11.3,0.8,2.3,.333,0.4,1.6,.286,0.3,0.8,.429,.429,0.1,0.3,.333,0.3,1.0,1.3,0.6,0.1,0.2,0.3,1.1,2.1
11,Reggie Geary,24,62,2,11.0,0.9,2.7,.331,0.2,0.6,.300,0.7,2.1,.341,.367,0.5,0.9,.500,0.3,0.8,1.1,1.2,0.6,0.2,0.7,1.5,2.5
12,Carl Herrera,31,58,1,8.9,1.3,3.0,.434,0.0,0.0,.000,1.3,3.0,.437,.434,0.3,0.8,.409,0.4,1.2,1.6,0.4,0.3,0.2,0.7,1.2,2.9
13,Malik Rose,23,53,0,8.1,1.1,2.6,.434,0.0,0.1,.333,1.1,2.5,.436,.438,0.7,1.2,.639,0.8,0.9,1.7,0.4,0.4,0.1,0.8,1.5,3.0
14,Willie Burton,29,13,0,3.3,0.6,1.6,.381,0.2,0.7,.333,0.4,0.9,.417,.452,0.6,0.9,.667,0.2,0.5,0.7,0.1,0.2,0.2,0.1,0.5,2.1
