,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Alvin Robertson,24,81,78,33.3,7.3,15.6,.466,0.2,0.6,.271,7.1,15.0,.474,.471,3.0,4.0,.753,2.3,2.9,5.2,5.2,3.2,0.4,3.0,3.3,17.7
1,Dave Greenwood,29,79,78,32.7,4.3,8.3,.513,0.0,0.1,.500,4.2,8.2,.513,.515,3.1,3.9,.785,3.2,6.7,9.9,3.0,0.9,0.6,2.0,3.1,11.6
2,Artis Gilmore,37,82,74,29.3,4.2,7.1,.597,0.0,0.0,,4.2,7.1,.597,.597,3.0,4.3,.680,2.3,4.8,7.1,1.8,0.5,1.2,2.2,2.9,11.4
3,Walter Berry,22,56,45,28.0,7.2,13.5,.529,0.0,0.1,.000,7.2,13.5,.531,.529,3.3,5.1,.648,2.4,3.0,5.4,1.9,0.6,0.7,2.7,3.4,17.6
4,Mychal Thompson,32,49,6,24.7,4.7,10.8,.436,0.0,0.0,1.000,4.7,10.8,.435,.437,2.9,4.0,.735,1.9,3.8,5.6,1.8,0.6,0.8,1.6,2.4,12.3
5,Tyrone Corbin,24,31,15,23.6,3.6,8.5,.428,0.0,0.0,,3.6,8.5,.428,.428,1.6,2.2,.731,1.7,2.2,3.8,2.6,1.2,0.1,1.5,2.6,8.9
6,Jon Sundvold,25,76,42,23.2,4.8,9.9,.486,0.7,2.0,.336,4.1,7.9,.523,.519,0.9,1.1,.833,0.3,1.0,1.3,4.1,0.5,0.0,1.3,1.4,11.2
7,Mike Mitchell,31,40,18,23.1,5.2,12.0,.435,0.0,0.1,.500,5.2,11.9,.435,.436,2.3,2.8,.821,1.0,1.6,2.6,1.0,0.5,0.2,1.3,1.7,12.7
8,Johnny Moore,28,55,27,22.4,3.6,8.1,.442,0.4,1.4,.278,3.2,6.7,.477,.467,1.0,1.3,.800,0.6,1.2,1.8,4.5,1.5,0.1,1.9,1.8,8.6
9,Johnny Dawkins,23,81,14,20.8,4.1,9.4,.437,0.2,0.6,.298,4.0,8.9,.446,.446,1.9,2.4,.801,0.7,1.4,2.1,3.6,0.8,0.0,1.5,1.5,10.3
10,Ed Nealy,26,60,7,16.3,1.4,3.2,.438,0.1,0.5,.129,1.3,2.7,.497,.448,0.9,1.2,.739,1.6,3.1,4.7,1.4,0.7,0.2,0.6,2.4,3.7
11,Anthony Jones,24,49,3,15.2,2.4,5.9,.412,0.1,0.4,.368,2.3,5.5,.415,.424,0.8,1.1,.788,0.8,1.1,1.9,1.3,0.7,0.4,0.8,1.4,5.8
12,Larry Krystkowiak,22,68,2,14.8,2.5,5.5,.456,0.0,0.2,.083,2.5,5.3,.468,.457,1.6,2.2,.743,1.1,2.4,3.5,1.3,0.3,0.2,1.0,2.1,6.6
13,Frank Brickowski,27,7,0,11.9,1.4,4.3,.333,0.0,0.6,.000,1.4,3.7,.385,.333,1.4,1.6,.909,1.1,1.6,2.7,0.7,0.9,0.3,1.0,1.9,4.3
14,Kevin Duckworth,22,14,1,8.7,1.3,3.2,.400,0.0,0.0,,1.3,3.2,.400,.400,0.6,1.0,.643,0.9,1.3,2.2,0.4,0.4,0.2,0.3,1.9,3.2
15,Forrest McKenzie,23,6,0,7.0,1.2,4.7,.250,0.2,0.3,.500,1.0,4.3,.231,.268,0.3,0.3,1.000,0.3,0.8,1.2,0.2,0.2,0.0,0.5,1.5,2.8
16,Mike Brittain,23,6,0,4.8,0.7,1.5,.444,0.0,0.0,,0.7,1.5,.444,.444,0.2,0.3,.500,0.3,0.3,0.7,0.3,0.2,0.0,0.3,0.5,1.5
