,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nick Van Exel,23,80,80,36.8,5.8,13.8,.420,2.3,6.4,.358,3.5,7.5,.473,.503,2.9,3.8,.783,0.3,2.5,2.8,8.3,1.2,0.1,2.8,2.0,16.9
1,Vlade Divac,26,80,80,35.1,6.1,12.0,.507,0.1,0.7,.189,5.9,11.3,.525,.512,3.7,4.8,.777,3.3,7.1,10.4,4.1,1.4,2.2,2.6,3.8,16.0
2,Cedric Ceballos,25,58,54,35.0,8.6,16.8,.509,1.0,2.5,.397,7.6,14.3,.528,.538,3.6,5.0,.716,2.9,5.1,8.0,1.8,1.0,0.3,2.5,2.3,21.7
3,Eddie Jones,23,64,58,31.0,5.3,11.6,.460,1.4,3.8,.370,3.9,7.8,.504,.521,1.9,2.6,.722,1.2,2.7,3.9,2.0,2.0,0.6,1.2,2.7,14.0
4,Elden Campbell,26,73,59,28.4,4.9,10.8,.459,0.0,0.0,.000,4.9,10.7,.459,.459,2.6,4.0,.666,2.3,3.8,6.1,1.3,0.9,1.8,1.3,3.4,12.5
5,Sedale Threatt,33,59,2,23.5,3.7,7.4,.497,0.6,1.6,.379,3.1,5.8,.529,.538,1.5,1.9,.793,0.4,1.7,2.1,4.2,0.9,0.2,1.2,2.4,9.5
6,Lloyd Daniels,27,25,14,21.6,2.8,7.3,.390,0.9,3.4,.267,1.9,3.8,.500,.453,0.8,1.0,.800,1.1,1.2,2.2,1.4,0.8,0.4,0.9,1.6,7.4
7,Anthony Peeler,25,73,24,21.4,3.9,9.0,.432,1.2,3.0,.389,2.8,6.1,.454,.496,1.4,1.8,.797,0.8,1.5,2.3,1.7,0.7,0.2,1.1,2.0,10.4
8,Sam Bowie,33,67,10,18.3,1.8,4.0,.442,0.0,0.2,.182,1.7,3.8,.453,.446,1.0,1.3,.764,1.1,3.2,4.3,1.8,0.3,1.2,1.4,2.7,4.6
9,George Lynch,24,56,15,17.0,2.5,5.3,.468,0.1,0.4,.143,2.4,4.9,.493,.473,1.1,1.5,.721,1.3,1.9,3.3,1.1,0.9,0.2,1.3,1.5,6.1
10,Tony Smith,26,61,4,16.8,2.2,5.1,.427,0.5,1.5,.352,1.6,3.6,.459,.479,0.7,1.0,.698,0.7,1.0,1.8,1.7,0.8,0.1,0.8,1.8,5.6
11,Randolph Keys,28,6,0,13.8,1.5,4.3,.346,0.0,1.5,.000,1.5,2.8,.529,.346,0.3,0.3,1.000,1.0,1.8,2.8,0.3,0.2,0.3,0.3,2.7,3.3
12,Anthony Miller,23,46,1,11.5,1.5,2.9,.530,0.0,0.1,.400,1.5,2.8,.535,.538,1.0,1.7,.618,1.5,1.8,3.3,0.8,0.4,0.2,0.8,1.7,4.1
13,Antonio Harvey,24,59,8,9.7,1.3,3.0,.438,0.0,0.0,1.000,1.3,3.0,.434,.440,0.4,0.8,.533,0.7,1.1,1.7,0.4,0.3,0.7,0.4,1.5,3.0
14,Kurt Rambis,36,26,1,7.5,0.7,1.3,.514,0.0,0.0,,0.7,1.3,.514,.514,0.3,0.5,.667,0.4,0.9,1.3,0.6,0.1,0.3,0.3,1.3,1.7
15,Lester Conner,35,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,1.0
