,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kirk Hinrich,23,76,66,35.6,4.2,10.8,.386,1.9,4.9,.390,2.3,6.0,.383,.474,1.8,2.2,.804,0.6,2.9,3.4,6.8,1.3,0.3,2.7,3.6,12.0
1,Jamal Crawford,23,80,73,35.1,6.4,16.5,.386,2.1,6.5,.317,4.3,10.0,.432,.449,2.5,3.0,.833,0.6,3.0,3.5,5.1,1.4,0.4,2.4,2.0,17.3
2,Jalen Rose,31,16,14,33.1,4.7,12.5,.375,1.4,3.4,.426,3.3,9.1,.356,.433,2.4,3.2,.765,0.4,3.6,4.0,3.5,0.8,0.3,2.3,2.8,13.3
3,Antonio Davis,35,65,64,31.3,3.4,8.3,.407,0.0,0.0,,3.4,8.3,.407,.407,2.1,2.8,.768,2.4,5.7,8.1,1.9,0.4,0.9,1.4,2.5,8.9
4,Eddy Curry,21,73,63,29.5,5.7,11.5,.496,0.0,0.0,1.000,5.7,11.5,.496,.497,3.2,4.8,.671,2.0,4.2,6.2,0.9,0.3,1.1,2.4,3.5,14.7
5,Jannero Pargo,24,13,1,26.5,5.1,11.8,.429,1.5,4.1,.377,3.5,7.8,.455,.494,1.8,2.1,.852,0.6,1.5,2.1,3.6,0.5,0.4,2.3,2.9,13.5
6,Donyell Marshall,30,16,8,25.5,3.6,8.5,.419,0.7,1.7,.407,2.9,6.8,.422,.460,0.9,1.3,.700,1.8,4.4,6.2,1.8,0.8,1.3,1.4,2.9,8.7
7,Kendall Gill,35,56,35,25.2,3.8,9.8,.392,0.2,0.7,.237,3.7,9.1,.404,.401,1.8,2.4,.735,1.1,2.3,3.4,1.6,1.2,0.3,1.5,1.9,9.6
8,Jerome Williams,30,53,32,23.2,2.5,5.3,.466,0.0,0.1,.000,2.5,5.1,.478,.466,1.6,2.4,.675,2.7,3.9,6.5,1.2,1.3,0.1,1.0,2.0,6.5
9,Tyson Chandler,21,35,8,22.3,1.9,4.5,.424,0.0,0.0,.000,1.9,4.5,.427,.424,2.3,3.4,.669,2.3,5.4,7.7,0.7,0.5,1.2,1.1,2.5,6.1
10,Eddie Robinson,27,51,4,20.1,3.1,6.4,.482,0.0,0.1,.200,3.1,6.3,.486,.483,0.5,0.8,.651,0.5,1.5,2.0,1.1,0.6,0.2,0.9,1.1,6.7
11,Ronald Dupree,23,47,8,19.0,2.4,6.0,.394,0.1,0.2,.444,2.3,5.8,.392,.401,1.4,2.2,.629,1.2,2.4,3.6,1.2,0.7,0.4,1.1,2.9,6.2
12,Linton Johnson,23,41,20,17.9,1.8,5.0,.355,0.2,0.8,.212,1.6,4.1,.382,.372,0.5,0.9,.595,1.4,3.0,4.5,0.7,0.9,0.8,0.9,2.2,4.2
13,Scottie Pippen,38,23,6,17.9,2.3,6.1,.379,0.6,2.1,.271,1.7,4.0,.435,.425,0.7,1.2,.630,0.9,2.1,3.0,2.2,0.9,0.4,1.3,1.7,5.9
14,Corie Blount,35,46,3,16.4,2.1,4.5,.471,0.0,0.1,.000,2.1,4.4,.478,.471,0.3,0.5,.542,1.7,2.8,4.5,1.0,0.8,0.4,0.8,1.9,4.5
15,Marcus Fizer,25,46,2,16.0,2.9,7.6,.383,0.0,0.4,.118,2.9,7.2,.396,.386,2.0,2.6,.750,1.3,3.1,4.4,0.9,0.3,0.2,1.1,2.1,7.8
16,Roger Mason,23,3,0,14.3,0.3,3.7,.091,0.3,2.0,.167,0.0,1.7,.000,.136,0.0,0.0,,0.0,1.0,1.0,1.0,0.3,0.0,0.7,1.7,1.0
17,Paul Shirley,26,7,0,12.3,1.4,3.3,.435,0.0,0.1,.000,1.4,3.1,.455,.435,0.1,0.4,.333,1.1,1.1,2.3,0.6,0.1,0.1,1.3,1.3,3.0
18,Rick Brunson,31,37,0,10.9,1.0,2.7,.376,0.3,0.6,.478,0.7,2.1,.346,.431,0.7,0.8,.871,0.2,0.8,1.0,2.2,0.7,0.1,0.9,1.2,3.1
19,Lonny Baxter,25,14,1,10.5,1.9,3.5,.551,0.1,0.1,1.000,1.9,3.4,.542,.561,0.4,0.6,.625,0.8,1.7,2.5,0.4,0.1,0.4,0.8,2.2,4.3
20,Chris Jefferies,23,19,2,9.8,1.3,3.5,.364,0.8,2.1,.410,0.4,1.4,.296,.485,0.6,1.0,.632,0.3,1.2,1.5,0.3,0.2,0.4,0.9,1.9,4.0
