,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Toni Kukoč,30,44,44,37.6,7.2,17.0,.420,0.9,3.1,.285,6.3,13.9,.450,.446,3.6,4.9,.740,1.5,5.6,7.0,5.3,1.1,0.3,2.8,1.9,18.8
1,Brent Barry,27,37,30,31.9,3.8,9.6,.396,1.4,4.6,.302,2.4,5.0,.484,.469,2.1,2.7,.772,1.1,2.8,3.9,3.1,1.1,0.3,1.9,2.6,11.1
2,Ron Harper,35,35,35,31.6,4.2,11.1,.377,0.8,2.4,.318,3.4,8.7,.393,.412,2.0,2.9,.703,1.4,3.7,5.1,3.3,1.7,1.0,1.9,2.3,11.2
3,Randy Brown,30,39,32,29.2,3.4,8.2,.414,0.0,0.3,.000,3.4,7.9,.427,.414,2.0,2.6,.757,0.7,2.7,3.4,3.8,1.7,0.2,2.1,2.4,8.8
4,Dickey Simpkins,26,50,35,29.0,3.0,6.5,.463,0.0,0.0,.000,3.0,6.5,.464,.463,3.1,4.8,.645,2.2,4.6,6.8,1.3,0.7,0.3,1.4,2.6,9.1
5,Mark Bryant,33,45,29,26.8,3.7,7.7,.483,0.0,0.0,.000,3.7,7.7,.484,.483,1.6,2.4,.645,2.0,3.1,5.2,1.1,0.8,0.4,1.5,3.3,9.0
6,Andrew Lang,32,21,13,18.4,1.5,4.7,.323,0.0,0.0,,1.5,4.7,.323,.323,0.8,1.1,.696,1.6,2.9,4.4,0.6,0.2,0.6,0.8,2.0,3.8
7,Kornél Dávid,27,50,6,18.0,2.2,4.9,.449,0.0,0.0,.000,2.2,4.8,.450,.449,1.8,2.2,.811,1.4,2.1,3.5,0.8,0.5,0.3,1.0,1.8,6.2
8,Rusty LaRue,25,43,6,17.0,1.8,5.0,.359,0.7,2.1,.337,1.1,3.0,.375,.429,0.4,0.4,1.000,0.2,1.1,1.3,1.5,0.8,0.1,0.8,1.5,4.7
9,Charles Jones,23,29,5,16.4,1.3,4.2,.317,0.7,2.1,.311,0.7,2.1,.323,.394,0.4,0.8,.500,0.3,1.1,1.4,1.4,0.6,0.2,1.0,1.0,3.7
10,Cory Carr,23,42,7,14.9,1.7,5.1,.329,0.1,0.7,.167,1.6,4.4,.355,.340,0.6,0.8,.750,0.2,1.0,1.2,1.6,0.5,0.2,1.1,1.6,4.1
11,Bill Wennington,35,38,3,11.9,1.6,4.7,.348,0.0,0.0,1.000,1.6,4.7,.345,.351,0.5,0.6,.818,0.5,1.6,2.1,0.5,0.3,0.3,0.4,2.1,3.8
12,Keith Booth,24,39,4,11.1,1.3,3.9,.325,0.0,0.3,.100,1.2,3.6,.340,.328,0.5,1.1,.500,0.6,1.7,2.4,1.0,0.6,0.3,1.0,1.5,3.1
13,Corey Benjamin,20,31,1,10.3,1.4,3.8,.376,0.1,0.5,.214,1.3,3.3,.398,.389,0.9,1.3,.675,0.5,0.8,1.3,0.3,0.4,0.3,0.7,1.5,3.8
14,Mario Bennett,25,3,0,6.3,0.7,2.0,.333,0.0,0.0,,0.7,2.0,.333,.333,1.0,1.3,.750,0.7,1.0,1.7,0.0,0.3,0.0,0.3,1.3,2.3
