,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,David Robinson,29,81,81,38.0,9.7,18.4,.530,0.1,0.2,.300,9.7,18.1,.533,.532,8.1,10.5,.774,2.9,7.9,10.8,2.9,1.7,3.2,2.9,2.8,27.6
1,Avery Johnson,29,82,82,36.7,5.5,10.5,.519,0.0,0.3,.136,5.4,10.3,.529,.521,2.5,3.6,.685,0.6,1.9,2.5,8.2,1.4,0.2,2.5,1.9,13.4
2,Sean Elliott,26,81,81,35.3,6.2,13.2,.468,1.7,4.1,.408,4.5,9.1,.495,.532,4.0,5.0,.807,0.8,2.8,3.5,2.5,1.0,0.5,1.9,2.7,18.1
3,Dennis Rodman,33,49,26,32.0,2.8,4.9,.571,0.0,0.0,.000,2.8,4.9,.576,.571,1.5,2.3,.676,5.6,11.2,16.8,2.0,0.6,0.5,2.0,3.2,7.1
4,Vinny Del Negro,28,75,71,31.5,5.0,10.2,.486,0.9,2.2,.407,4.1,8.1,.507,.529,1.7,2.2,.790,0.4,2.2,2.6,3.0,0.8,0.2,0.7,2.4,12.5
5,Chuck Person,30,81,1,25.1,3.9,9.3,.423,2.1,5.5,.387,1.8,3.8,.475,.537,0.8,1.3,.647,0.6,2.6,3.2,1.3,0.6,0.1,1.3,2.4,10.8
6,J.R. Reid,26,81,37,19.3,2.5,4.9,.508,0.0,0.0,.500,2.5,4.9,.508,.509,2.0,2.9,.687,1.5,3.4,4.9,0.7,0.7,0.4,1.4,2.8,7.0
7,Terry Cummings,33,76,20,16.8,2.9,6.1,.483,0.0,0.0,,2.9,6.1,.483,.483,0.9,1.6,.585,1.8,3.2,5.0,0.8,0.5,0.3,1.3,2.5,6.8
8,Doc Rivers,33,60,0,15.7,1.7,4.8,.360,0.7,2.0,.344,1.0,2.8,.371,.433,0.9,1.2,.732,0.2,1.5,1.7,2.6,1.0,0.4,0.9,2.4,5.0
9,Willie Anderson,28,38,11,14.6,2.0,4.3,.469,0.1,0.5,.158,1.9,3.8,.510,.478,0.8,1.1,.732,0.4,1.1,1.4,1.4,0.7,0.3,1.0,1.9,4.9
10,Moses Malone,39,17,0,8.8,0.8,2.1,.371,0.1,0.1,.500,0.7,1.9,.364,.386,1.3,1.9,.688,1.2,1.5,2.7,0.4,0.1,0.2,0.6,0.9,2.9
11,Chris Whitney,23,25,0,7.2,0.6,1.9,.298,0.1,0.8,.158,0.4,1.1,.393,.330,0.4,0.4,1.000,0.2,0.4,0.5,1.1,0.2,0.0,0.7,1.4,1.7
12,Corey Crowder,25,7,0,4.1,0.3,1.4,.200,0.0,0.6,.000,0.3,0.9,.333,.200,0.3,0.9,.333,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.1,0.9
13,Jack Haley,31,31,0,3.8,0.8,2.0,.426,0.0,0.0,.000,0.8,1.9,.433,.426,0.7,1.0,.656,0.3,0.6,0.9,0.1,0.1,0.2,0.4,1.0,2.4
14,Howard Eisley,22,15,0,3.7,0.2,1.1,.176,0.1,0.3,.200,0.1,0.8,.167,.206,0.0,0.0,,0.1,0.3,0.4,1.2,0.0,0.1,0.5,0.2,0.5
15,Julius Nwosu,23,23,0,3.7,0.4,1.2,.321,0.0,0.0,,0.4,1.2,.321,.321,0.6,0.7,.765,0.5,0.6,1.0,0.1,0.0,0.1,0.4,0.9,1.3
