,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Larry Bird,29,82,81,38.0,9.7,19.6,.496,1.0,2.4,.423,8.7,17.2,.506,.521,5.4,6.0,.896,2.3,7.5,9.8,6.8,2.0,0.6,3.2,2.2,25.8
1,Kevin McHale,28,68,62,35.3,8.3,14.4,.574,0.0,0.0,,8.3,14.4,.574,.574,4.8,6.2,.776,2.5,5.6,8.1,2.7,0.4,2.0,2.2,2.8,21.3
2,Dennis Johnson,31,78,78,35.0,6.2,13.6,.455,0.1,0.5,.143,6.1,13.1,.468,.458,3.1,3.8,.818,0.9,2.6,3.4,5.8,1.4,0.4,2.2,2.6,15.6
3,Robert Parish,32,81,80,31.7,6.5,11.9,.549,0.0,0.0,,6.5,11.9,.549,.549,3.0,4.1,.731,3.0,6.5,9.5,1.8,0.8,1.4,2.3,2.7,16.1
4,Danny Ainge,26,80,78,30.1,4.4,8.8,.504,0.3,0.9,.356,4.1,7.9,.521,.522,1.5,1.7,.904,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7
5,Jerry Sichting,29,82,7,19.5,2.9,5.0,.570,0.1,0.2,.375,2.8,4.8,.578,.578,0.7,0.8,.924,0.3,0.9,1.3,2.3,0.6,0.0,0.9,1.4,6.5
6,Bill Walton,33,80,2,19.3,2.9,5.1,.562,0.0,0.0,,2.9,5.1,.562,.562,1.8,2.5,.713,1.7,5.1,6.8,2.1,0.5,1.3,1.9,2.6,7.6
7,Scott Wedman,33,79,19,17.7,3.6,7.7,.473,0.2,0.6,.354,3.4,7.1,.483,.487,0.6,0.9,.662,0.8,1.6,2.4,1.1,0.5,0.3,0.7,1.6,8.0
8,Rick Carlisle,26,77,1,9.9,1.2,2.5,.487,0.0,0.1,.000,1.2,2.3,.514,.487,0.2,0.3,.652,0.3,0.7,1.0,1.4,0.2,0.1,0.6,1.2,2.6
9,Sly Williams,28,6,0,9.0,0.8,3.5,.238,0.0,0.7,.000,0.8,2.8,.294,.238,1.2,2.0,.583,1.2,1.3,2.5,0.3,0.2,0.2,1.2,2.5,2.8
10,David Thirdkill,25,49,0,7.9,1.1,2.2,.491,0.0,0.0,.000,1.1,2.2,.495,.491,1.1,1.8,.625,0.6,0.9,1.4,0.3,0.2,0.1,0.4,1.1,3.3
11,Sam Vincent,22,57,0,7.6,1.0,2.8,.364,0.0,0.1,.250,1.0,2.8,.367,.367,1.1,1.2,.929,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1.0,3.2
12,Greg Kite,24,64,2,7.3,0.5,1.4,.374,0.0,0.0,.000,0.5,1.4,.378,.374,0.2,0.6,.385,0.5,1.5,2.0,0.3,0.0,0.4,0.5,1.3,1.3
